"","stop_name","route_id","Order","X","Y","season","direction_id","number_service_days","time_period_id","time_period_name","on","off","Alt","slider_ref"
"4856","Riverside","Green",113,160,535,"Fall 2019",0,77,"time_period_06","PM_PEAK",0,8061,2,6
"4859","Riverside","Green",113,160,535,"Fall 2019",0,77,"time_period_08","LATE_EVENING",0,676,2,8
"4860","Riverside","Green",113,160,535,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",3296,0,2,5
"4861","Riverway","Green",92,230,515,"Fall 2019",1,77,"time_period_07","EVENING",1189,70,1,7
"4867","Riverway","Green",92,230,515,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",83,1,1,1
"4872","Riverway","Green",92,230,515,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",5284,87,1,4
"4873","Riverway","Green",92,230,515,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",91,3905,1,4
"4875","Riverway","Green",92,230,515,"Fall 2019",1,77,"time_period_09","NIGHT",39,0,1,9
"4876","Riverway","Green",92,230,515,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",58,3909,1,5
"4879","Riverway","Green",92,230,515,"Fall 2019",1,77,"time_period_08","LATE_EVENING",349,14,1,8
"4881","Riverway","Green",92,230,515,"Fall 2019",1,77,"time_period_06","PM_PEAK",3336,136,1,6
"4884","Riverway","Green",92,230,515,"Fall 2019",1,77,"time_period_03","AM_PEAK",6259,50,1,3
"4885","Riverway","Green",92,230,515,"Fall 2019",0,77,"time_period_07","EVENING",90,7967,1,7
"4886","Riverway","Green",92,230,515,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",2348,112,1,5
"4889","Riverway","Green",92,230,515,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",8,125,1,1
"4892","Riverway","Green",92,230,515,"Fall 2019",0,77,"time_period_03","AM_PEAK",47,1446,1,3
"4899","Riverway","Green",92,230,515,"Fall 2019",0,77,"time_period_06","PM_PEAK",137,8669,1,6
"4900","Riverway","Green",92,230,515,"Fall 2019",0,77,"time_period_09","NIGHT",0,346,1,9
"4909","Riverway","Green",92,230,515,"Fall 2019",0,77,"time_period_02","EARLY_AM",7,582,1,2
"4910","Riverway","Green",92,230,515,"Fall 2019",0,77,"time_period_08","LATE_EVENING",19,2572,1,8
"4913","Riverway","Green",92,230,515,"Fall 2019",1,77,"time_period_02","EARLY_AM",707,27,1,2
"4915","Roxbury Crossing","Orange",16,260,560,"Fall 2019",0,77,"time_period_03","AM_PEAK",7160,38759,0,3
"4916","Roxbury Crossing","Orange",16,260,560,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",376,2490,0,1
"4918","Roxbury Crossing","Orange",16,260,560,"Fall 2019",1,77,"time_period_09","NIGHT",442,178,0,9
"4921","Roxbury Crossing","Orange",16,260,560,"Fall 2019",1,77,"time_period_02","EARLY_AM",9401,16436,0,2
"4925","Roxbury Crossing","Orange",16,260,560,"Fall 2019",1,77,"time_period_07","EVENING",19861,5338,0,7
"4934","Roxbury Crossing","Orange",16,260,560,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",62322,22819,0,4
"4935","Roxbury Crossing","Orange",16,260,560,"Fall 2019",0,77,"time_period_08","LATE_EVENING",1796,9591,0,8
"4939","Roxbury Crossing","Orange",16,260,560,"Fall 2019",1,77,"time_period_03","AM_PEAK",62668,44567,0,3
"4941","Roxbury Crossing","Orange",16,260,560,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",15668,43639,0,4
"4942","Roxbury Crossing","Orange",16,260,560,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",4083,722,0,1
"4943","Roxbury Crossing","Orange",16,260,560,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",37761,39607,0,5
"4948","Roxbury Crossing","Orange",16,260,560,"Fall 2019",0,77,"time_period_09","NIGHT",372,1734,0,9
"4951","Roxbury Crossing","Orange",16,260,560,"Fall 2019",0,77,"time_period_02","EARLY_AM",2416,17910,0,2
"4952","Roxbury Crossing","Orange",16,260,560,"Fall 2019",0,77,"time_period_07","EVENING",14133,41070,0,7
"4953","Roxbury Crossing","Orange",16,260,560,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",62237,14208,0,5
"4956","Roxbury Crossing","Orange",16,260,560,"Fall 2019",1,77,"time_period_06","PM_PEAK",43829,13467,0,6
"4964","Roxbury Crossing","Orange",16,260,560,"Fall 2019",1,77,"time_period_08","LATE_EVENING",3581,1071,0,8
"4968","Roxbury Crossing","Orange",16,260,560,"Fall 2019",0,77,"time_period_06","PM_PEAK",33092,75808,0,6
"4969","Ruggles","Orange",15,290,530,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",9007,1022,0,1
"4970","Ruggles","Orange",15,290,530,"Fall 2019",1,77,"time_period_09","NIGHT",1635,415,0,9
"4972","Ruggles","Orange",15,290,530,"Fall 2019",0,77,"time_period_08","LATE_EVENING",5783,29357,0,8
"4977","Ruggles","Orange",15,290,530,"Fall 2019",0,77,"time_period_03","AM_PEAK",10854,115261,0,3
"4978","Ruggles","Orange",15,290,530,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",563,9998,0,1
"4981","Ruggles","Orange",15,290,530,"Fall 2019",0,77,"time_period_02","EARLY_AM",4109,49202,0,2
"4983","Ruggles","Orange",15,290,530,"Fall 2019",1,77,"time_period_07","EVENING",83984,10390,0,7
"4984","Ruggles","Orange",15,290,530,"Fall 2019",0,77,"time_period_07","EVENING",38026,71213,0,7
"4993","Ruggles","Orange",15,290,530,"Fall 2019",1,77,"time_period_03","AM_PEAK",70612,54815,0,3
"4994","Ruggles","Orange",15,290,530,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",99466,50478,0,4
"5002","Ruggles","Orange",15,290,530,"Fall 2019",1,77,"time_period_02","EARLY_AM",20838,15558,0,2
"5004","Ruggles","Orange",15,290,530,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",118300,26567,0,5
"5006","Ruggles","Orange",15,290,530,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",21737,137311,0,4
"5009","Ruggles","Orange",15,290,530,"Fall 2019",1,77,"time_period_06","PM_PEAK",169011,24330,0,6
"5011","Ruggles","Orange",15,290,530,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",40444,94895,0,5
"5013","Ruggles","Orange",15,290,530,"Fall 2019",0,77,"time_period_06","PM_PEAK",67778,129232,0,6
"5021","Ruggles","Orange",15,290,530,"Fall 2019",1,77,"time_period_08","LATE_EVENING",13534,2327,0,8
"5022","Ruggles","Orange",15,290,530,"Fall 2019",0,77,"time_period_09","NIGHT",1225,5335,0,9
"5027","Saint Mary Street","Green",70,270,405,"Fall 2019",0,77,"time_period_09","NIGHT",77,410,3,9
"5028","Saint Mary Street","Green",70,270,405,"Fall 2019",1,77,"time_period_06","PM_PEAK",4270,870,3,6
"5029","Saint Mary Street","Green",70,270,405,"Fall 2019",1,77,"time_period_02","EARLY_AM",625,95,3,2
"5039","Saint Mary Street","Green",70,270,405,"Fall 2019",0,77,"time_period_02","EARLY_AM",37,2462,3,2
"5040","Saint Mary Street","Green",70,270,405,"Fall 2019",1,77,"time_period_03","AM_PEAK",3593,1671,3,3
"5041","Saint Mary Street","Green",70,270,405,"Fall 2019",0,77,"time_period_06","PM_PEAK",3967,9465,3,6
"5047","Saint Mary Street","Green",70,270,405,"Fall 2019",0,77,"time_period_08","LATE_EVENING",677,2383,3,8
"5052","Saint Mary Street","Green",70,270,405,"Fall 2019",0,77,"time_period_03","AM_PEAK",542,7392,3,3
"5055","Saint Mary Street","Green",70,270,405,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",226,44,3,1
"5056","Saint Mary Street","Green",70,270,405,"Fall 2019",0,77,"time_period_07","EVENING",3606,8029,3,7
"5057","Saint Mary Street","Green",70,270,405,"Fall 2019",1,77,"time_period_08","LATE_EVENING",1120,78,3,8
"5059","Saint Mary Street","Green",70,270,405,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",0,364,3,1
"5060","Saint Mary Street","Green",70,270,405,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",3113,727,3,5
"5062","Saint Mary Street","Green",70,270,405,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",2191,9535,3,4
"5063","Saint Mary Street","Green",70,270,405,"Fall 2019",1,77,"time_period_09","NIGHT",189,0,3,9
"5064","Saint Mary Street","Green",70,270,405,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",5838,1960,3,4
"5067","Saint Mary Street","Green",70,270,405,"Fall 2019",1,77,"time_period_07","EVENING",3361,556,3,7
"5073","Saint Mary Street","Green",70,270,405,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",2818,5899,3,5
"5084","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_02","EARLY_AM",251,80,3,2
"5093","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_02","EARLY_AM",60,443,3,2
"5098","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_02","EARLY_AM",864,28,3,2
"5103","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_06","PM_PEAK",5931,631,3,6
"5104","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",3591,659,3,5
"5105","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_02","EARLY_AM",37,177,3,2
"5110","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",6126,393,3,4
"5115","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_03","AM_PEAK",6372,225,3,3
"5116","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_07","EVENING",3556,514,3,7
"5118","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_08","LATE_EVENING",272,17,3,8
"5120","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_08","LATE_EVENING",876,69,3,8
"5123","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_08","LATE_EVENING",83,707,3,8
"5125","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",1228,5141,3,4
"5128","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_09","NIGHT",12,0,3,9
"5129","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_07","EVENING",1767,3447,3,7
"5133","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_09","NIGHT",65,4,3,9
"5136","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",0,4,3,1
"5137","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_08","LATE_EVENING",393,589,3,8
"5139","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",1431,214,3,5
"5141","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_03","AM_PEAK",1628,1009,3,3
"5142","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_07","EVENING",405,3536,3,7
"5143","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",227,25,3,1
"5144","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_06","PM_PEAK",2354,220,3,6
"5146","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_06","PM_PEAK",638,4921,3,6
"5147","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_09","NIGHT",37,98,3,9
"5150","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_07","EVENING",1528,148,3,7
"5151","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_06","PM_PEAK",1576,4985,3,6
"5154","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",423,1988,3,4
"5156","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",0,58,3,1
"5158","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",5536,2017,3,4
"5164","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_09","NIGHT",17,128,3,9
"5168","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_03","AM_PEAK",164,3857,3,3
"5169","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",1485,3680,3,5
"5179","Saint Paul Street","Green",82,220,415,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",45,25,3,1
"5182","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_03","AM_PEAK",200,834,3,3
"5183","Saint Paul Street","Green",82,220,415,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",519,1900,3,5
"5185","Savin Hill","Red",34,440,560,"Fall 2019",0,77,"time_period_06","PM_PEAK",4676,63138,1,6
"5186","Savin Hill","Red",34,440,560,"Fall 2019",0,77,"time_period_08","LATE_EVENING",516,11504,1,8
"5190","Savin Hill","Red",34,440,560,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",16287,4319,1,5
"5194","Savin Hill","Red",34,440,560,"Fall 2019",0,77,"time_period_03","AM_PEAK",7276,7237,1,3
"5198","Savin Hill","Red",34,440,560,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",241,303,1,1
"5199","Savin Hill","Red",34,440,560,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",37591,2833,1,4
"5201","Savin Hill","Red",34,440,560,"Fall 2019",1,77,"time_period_08","LATE_EVENING",1486,379,1,8
"5203","Savin Hill","Red",34,440,560,"Fall 2019",1,77,"time_period_09","NIGHT",139,142,1,9
"5205","Savin Hill","Red",34,440,560,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",4819,15022,1,4
"5207","Savin Hill","Red",34,440,560,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",6694,125,1,1
"5208","Savin Hill","Red",34,440,560,"Fall 2019",1,77,"time_period_07","EVENING",6113,2245,1,7
"5212","Savin Hill","Red",34,440,560,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",4640,27354,1,5
"5215","Savin Hill","Red",34,440,560,"Fall 2019",0,77,"time_period_07","EVENING",2784,42671,1,7
"5216","Savin Hill","Red",34,440,560,"Fall 2019",1,77,"time_period_03","AM_PEAK",59779,4822,1,3
"5221","Savin Hill","Red",34,440,560,"Fall 2019",1,77,"time_period_02","EARLY_AM",13031,833,1,2
"5225","Savin Hill","Red",34,440,560,"Fall 2019",0,77,"time_period_09","NIGHT",92,1899,1,9
"5227","Savin Hill","Red",34,440,560,"Fall 2019",0,77,"time_period_02","EARLY_AM",1662,1696,1,2
"5235","Savin Hill","Red",34,440,560,"Fall 2019",1,77,"time_period_06","PM_PEAK",12448,3474,1,6
"5239","Science Park","Green",56,410,235,"Fall 2019",1,77,"time_period_06","PM_PEAK",2196,10695,0,6
"5240","Science Park","Green",56,410,235,"Fall 2019",1,77,"time_period_07","EVENING",988,8455,0,7
"5245","Science Park","Green",56,410,235,"Fall 2019",1,77,"time_period_02","EARLY_AM",71,2254,0,2
"5249","Science Park","Green",56,410,235,"Fall 2019",0,77,"time_period_02","EARLY_AM",6290,11183,0,2
"5254","Science Park","Green",56,410,235,"Fall 2019",0,77,"time_period_03","AM_PEAK",68846,84331,0,3
"5259","Science Park","Green",56,410,235,"Fall 2019",1,77,"time_period_08","LATE_EVENING",212,2243,0,8
"5261","Science Park","Green",56,410,235,"Fall 2019",0,77,"time_period_07","EVENING",59114,57600,0,7
"5267","Science Park","Green",56,410,235,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",18,377,0,1
"5268","Science Park","Green",56,410,235,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",948,13125,0,4
"5271","Science Park","Green",56,410,235,"Fall 2019",0,77,"time_period_08","LATE_EVENING",13061,12445,0,8
"5276","Science Park","Green",56,410,235,"Fall 2019",1,77,"time_period_09","NIGHT",24,183,0,9
"5278","Science Park","Green",56,410,235,"Fall 2019",0,77,"time_period_09","NIGHT",1097,759,0,9
"5279","Science Park","Green",56,410,235,"Fall 2019",1,77,"time_period_03","AM_PEAK",430,10403,0,3
"5280","Science Park","Green",56,410,235,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",56391,56160,0,5
"5282","Science Park","Green",56,410,235,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",74909,76928,0,4
"5283","Science Park","Green",56,410,235,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",322,708,0,1
"5284","Science Park","Green",56,410,235,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",958,7351,0,5
"5292","Science Park","Green",56,410,235,"Fall 2019",0,77,"time_period_06","PM_PEAK",111340,117743,0,6
"5293","Shawmut","Red",38,440,620,"Fall 2019",0,77,"time_period_08","LATE_EVENING",103,13169,1,8
"5294","Shawmut","Red",38,440,620,"Fall 2019",0,77,"time_period_03","AM_PEAK",1807,12506,1,3
"5295","Shawmut","Red",38,440,620,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",17338,2832,1,5
"5296","Shawmut","Red",38,440,620,"Fall 2019",1,77,"time_period_07","EVENING",6711,2174,1,7
"5297","Shawmut","Red",38,440,620,"Fall 2019",0,77,"time_period_02","EARLY_AM",462,2710,1,2
"5300","Shawmut","Red",38,440,620,"Fall 2019",1,77,"time_period_08","LATE_EVENING",1499,301,1,8
"5301","Shawmut","Red",38,440,620,"Fall 2019",0,77,"time_period_07","EVENING",1212,45323,1,7
"5304","Shawmut","Red",38,440,620,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",1303,20577,1,4
"5305","Shawmut","Red",38,440,620,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",40878,1878,1,4
"5321","Shawmut","Red",38,440,620,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",10390,2,1,1
"5325","Shawmut","Red",38,440,620,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",97,462,1,1
"5326","Shawmut","Red",38,440,620,"Fall 2019",1,77,"time_period_03","AM_PEAK",67373,5179,1,3
"5330","Shawmut","Red",38,440,620,"Fall 2019",0,77,"time_period_09","NIGHT",32,6017,1,9
"5331","Shawmut","Red",38,440,620,"Fall 2019",0,77,"time_period_06","PM_PEAK",1925,75118,1,6
"5333","Shawmut","Red",38,440,620,"Fall 2019",1,77,"time_period_09","NIGHT",120,44,1,9
"5336","Shawmut","Red",38,440,620,"Fall 2019",1,77,"time_period_06","PM_PEAK",13901,3620,1,6
"5342","Shawmut","Red",38,440,620,"Fall 2019",1,77,"time_period_02","EARLY_AM",20852,1131,1,2
"5345","Shawmut","Red",38,440,620,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",1749,37004,1,5
"5349","South Station","Red",30,470,410,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",149227,51783,0,5
"5350","South Station","Red",30,470,410,"Fall 2019",1,77,"time_period_06","PM_PEAK",469317,53492,0,6
"5355","South Station","Red",30,470,410,"Fall 2019",1,77,"time_period_07","EVENING",196369,21307,0,7
"5358","South Station","Red",30,470,410,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",1852,11147,0,1
"5359","South Station","Red",30,470,410,"Fall 2019",0,77,"time_period_08","LATE_EVENING",34679,19308,0,8
"5360","South Station","Red",30,470,410,"Fall 2019",0,77,"time_period_03","AM_PEAK",46880,379692,0,3
"5361","South Station","Red",30,470,410,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",3645,19809,0,1
"5367","South Station","Red",30,470,410,"Fall 2019",1,77,"time_period_03","AM_PEAK",299729,339404,0,3
"5370","South Station","Red",30,470,410,"Fall 2019",0,77,"time_period_06","PM_PEAK",348532,314496,0,6
"5374","South Station","Red",30,470,410,"Fall 2019",0,77,"time_period_07","EVENING",154908,93704,0,7
"5382","South Station","Red",30,470,410,"Fall 2019",0,77,"time_period_09","NIGHT",6003,1935,0,9
"5385","South Station","Red",30,470,410,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",205931,149002,0,4
"5388","South Station","Red",30,470,410,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",74421,234917,0,4
"5390","South Station","Red",30,470,410,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",111357,149721,0,5
"5392","South Station","Red",30,470,410,"Fall 2019",0,77,"time_period_02","EARLY_AM",8111,48876,0,2
"5397","South Station","Red",30,470,410,"Fall 2019",1,77,"time_period_02","EARLY_AM",68307,75200,0,2
"5398","South Station","Red",30,470,410,"Fall 2019",1,77,"time_period_08","LATE_EVENING",36708,4538,0,8
"5399","South Station","Red",30,470,410,"Fall 2019",1,77,"time_period_09","NIGHT",6190,355,0,9
"5402","South Street","Green",118,130,405,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",567,2628,4,5
"5405","South Street","Green",118,130,405,"Fall 2019",1,77,"time_period_03","AM_PEAK",3600,2751,4,3
"5416","South Street","Green",118,130,405,"Fall 2019",0,77,"time_period_06","PM_PEAK",0,2329,4,6
"5417","South Street","Green",118,130,405,"Fall 2019",1,77,"time_period_08","LATE_EVENING",123,250,4,8
"5420","South Street","Green",118,130,405,"Fall 2019",0,77,"time_period_02","EARLY_AM",0,53,4,2
"5426","South Street","Green",118,130,405,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",1519,2807,4,4
"5428","South Street","Green",118,130,405,"Fall 2019",1,77,"time_period_06","PM_PEAK",869,3865,4,6
"5432","South Street","Green",118,130,405,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",0,1454,4,4
"5435","South Street","Green",118,130,405,"Fall 2019",1,77,"time_period_02","EARLY_AM",465,77,4,2
"5436","South Street","Green",118,130,405,"Fall 2019",1,77,"time_period_07","EVENING",599,3029,4,7
"5437","South Street","Green",118,130,405,"Fall 2019",0,77,"time_period_08","LATE_EVENING",0,449,4,8
"5440","South Street","Green",118,130,405,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",0,14,4,1
"5442","South Street","Green",118,130,405,"Fall 2019",0,77,"time_period_09","NIGHT",0,62,4,9
"5444","South Street","Green",118,130,405,"Fall 2019",1,77,"time_period_09","NIGHT",10,0,4,9
"5445","South Street","Green",118,130,405,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",0,1110,4,5
"5446","South Street","Green",118,130,405,"Fall 2019",0,77,"time_period_03","AM_PEAK",4,609,4,3
"5448","South Street","Green",118,130,405,"Fall 2019",0,77,"time_period_07","EVENING",0,1824,4,7
"5452","South Street","Green",118,130,405,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",163,0,4,1
"5461","State Street","Blue",52,460,360,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",7185,191,0,1
"5462","State Street","Blue",52,460,360,"Fall 2019",0,77,"time_period_03","AM_PEAK",1222,431938,0,3
"5468","State Street","Blue",52,460,360,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",125,77933,0,1
"5472","State Street","Blue",52,460,360,"Fall 2019",1,77,"time_period_08","LATE_EVENING",86619,1095,0,8
"5474","State Street","Blue",52,460,360,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",219971,8589,0,5
"5476","State Street","Blue",52,460,360,"Fall 2019",1,77,"time_period_02","EARLY_AM",23839,769,0,2
"5480","State Street","Blue",52,460,360,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",2983,281531,0,4
"5484","State Street","Blue",52,460,360,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",3327,154333,0,5
"5485","State Street","Blue",52,460,360,"Fall 2019",1,77,"time_period_09","NIGHT",18818,228,0,9
"5487","State Street","Blue",52,460,360,"Fall 2019",1,77,"time_period_07","EVENING",208999,4216,0,7
"5488","State Street","Blue",52,460,360,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",128093,6697,0,4
"5492","State Street","Blue",52,460,360,"Fall 2019",1,77,"time_period_03","AM_PEAK",47543,2638,0,3
"5494","State Street","Blue",52,460,360,"Fall 2019",0,77,"time_period_06","PM_PEAK",6411,146211,0,6
"5497","State Street","Blue",52,460,360,"Fall 2019",0,77,"time_period_08","LATE_EVENING",901,19736,0,8
"5498","State Street","Blue",52,460,360,"Fall 2019",0,77,"time_period_07","EVENING",2990,59777,0,7
"5502","State Street","Blue",52,460,360,"Fall 2019",1,77,"time_period_06","PM_PEAK",396386,18276,0,6
"5503","State Street","Blue",52,460,360,"Fall 2019",0,77,"time_period_09","NIGHT",214,2569,0,9
"5506","State Street","Blue",52,460,360,"Fall 2019",0,77,"time_period_02","EARLY_AM",245,153072,0,2
"5513","State Street","Orange",9,460,360,"Fall 2019",1,77,"time_period_08","LATE_EVENING",13835,42378,0,8
"5514","State Street","Orange",9,460,360,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",82726,145647,0,5
"5515","State Street","Orange",9,460,360,"Fall 2019",1,77,"time_period_09","NIGHT",2585,6947,0,9
"5516","State Street","Orange",9,460,360,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",72299,150194,0,4
"5518","State Street","Orange",9,460,360,"Fall 2019",1,77,"time_period_02","EARLY_AM",24542,36380,0,2
"5519","State Street","Orange",9,460,360,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",122803,57348,0,5
"5520","State Street","Orange",9,460,360,"Fall 2019",0,77,"time_period_02","EARLY_AM",74268,35993,0,2
"5529","State Street","Orange",9,460,360,"Fall 2019",0,77,"time_period_08","LATE_EVENING",17178,14302,0,8
"5531","State Street","Orange",9,460,360,"Fall 2019",0,77,"time_period_06","PM_PEAK",225691,61111,0,6
"5538","State Street","Orange",9,460,360,"Fall 2019",1,77,"time_period_07","EVENING",68298,95923,0,7
"5539","State Street","Orange",9,460,360,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",7903,7762,0,1
"5542","State Street","Orange",9,460,360,"Fall 2019",0,77,"time_period_03","AM_PEAK",175249,177453,0,3
"5543","State Street","Orange",9,460,360,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",17240,11250,0,1
"5546","State Street","Orange",9,460,360,"Fall 2019",1,77,"time_period_03","AM_PEAK",54729,165700,0,3
"5548","State Street","Orange",9,460,360,"Fall 2019",1,77,"time_period_06","PM_PEAK",205681,187202,0,6
"5552","State Street","Orange",9,460,360,"Fall 2019",0,77,"time_period_09","NIGHT",3238,2339,0,9
"5557","State Street","Orange",9,460,360,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",158125,114829,0,4
"5558","State Street","Orange",9,460,360,"Fall 2019",0,77,"time_period_07","EVENING",78390,33011,0,7
"5565","Stony Brook","Orange",18,200,620,"Fall 2019",0,77,"time_period_07","EVENING",2092,67875,0,7
"5569","Stony Brook","Orange",18,200,620,"Fall 2019",1,77,"time_period_09","NIGHT",230,89,0,9
"5570","Stony Brook","Orange",18,200,620,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",162,797,0,1
"5574","Stony Brook","Orange",18,200,620,"Fall 2019",0,77,"time_period_03","AM_PEAK",3153,11529,0,3
"5575","Stony Brook","Orange",18,200,620,"Fall 2019",0,77,"time_period_06","PM_PEAK",3813,109917,0,6
"5576","Stony Brook","Orange",18,200,620,"Fall 2019",1,77,"time_period_07","EVENING",12643,1961,0,7
